,Unnamed: 0,id,price,owner,collectionName,collectionTitle,img,title,propertyCategory,creators,attributes,properties,tokenDelegateValid,rarity,version,origin_attributes,Background,Fur / Skin,Head,Mouth,Teeth,Clothing,Eyewear,generation,sequence,c_att
0,646,CCW5C6CQ1oCiAwXnsRdfHKHFdFdktA3c5qJ4pbRvvHMj,75000.0,93cNwUacwUxqoyQjjCMg8vsUxjYNi8DE6245DGfJfmkB,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #5628,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Purple'}, {'trait_type': 'Fur / Skin', 'value': 'Purple / Purple'}, {'trait_type': 'Head', 'value': 'Space Helmet'}, {'trait_type': 'Mouth', 'value': 'Smooth Brain'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Space Suit'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 5628}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/2r9U-XIjrWajP7TRM3nUWuqcGolr2PL3uv3tS0vxjhs?ext=png', 'type': 'image/png'}]}",False,"{'moonrank': {'rank': 43}, 'howrare': {'rank': 2}}",2,"[{'trait_type': 'Background', 'value': 'Purple'}, {'trait_type': 'Fur / Skin', 'value': 'Purple / Purple'}, {'trait_type': 'Head', 'value': 'Space Helmet'}, {'trait_type': 'Mouth', 'value': 'Smooth Brain'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Space Suit'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 5628}]",Purple,PurplePurple,SpaceHelmet,SmoothBrain,NoTraits,SpaceSuit,NoTraits,1,5628,Background: Purple<br>Fur/Skin: PurplePurple<br>Head: SpaceHelmet<br>Mouth: SmoothBrain<br>Teeth: NoTraits<br>Clothing: SpaceSuit<br>Eyewear: NoTraits<br>
1,1285,7Yc5WF5ERfZQxxXcaCX1KMNJbk5RmsZGha8JrYgM6tsh,69420.0,5uiQsG82ctbZbbmv2zHCyxJyz6mGR7FWGBh7wsrnrD9w,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #7247,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Teal'}, {'trait_type': 'Fur / Skin', 'value': 'Green / Peach'}, {'trait_type': 'Head', 'value': ""Musketeer's Hat""}, {'trait_type': 'Mouth', 'value': 'Ape-le Juice'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Prince Charming'}, {'trait_type': 'Eyewear', 'value': 'VR Headset'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 7247}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/CPeJPHNIKCUv1ie4mqa0PeUNqcsJ0TwwFOs13oI7KTA?ext=png', 'type': 'image/png'}]}",False,"{'moonrank': {'rank': 3}, 'howrare': {'rank': 11}}",3,"[{'trait_type': 'Background', 'value': 'Teal'}, {'trait_type': 'Fur / Skin', 'value': 'Green / Peach'}, {'trait_type': 'Head', 'value': ""Musketeer's Hat""}, {'trait_type': 'Mouth', 'value': 'Ape-le Juice'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Prince Charming'}, {'trait_type': 'Eyewear', 'value': 'VR Headset'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 7247}]",Teal,GreenPeach,MusketeersHat,ApeleJuice,NoTraits,PrinceCharming,VRHeadset,1,7247,Background: Teal<br>Fur/Skin: GreenPeach<br>Head: MusketeersHat<br>Mouth: ApeleJuice<br>Teeth: NoTraits<br>Clothing: PrinceCharming<br>Eyewear: VRHeadset<br>
2,2025,AUpL1Gcfbq2eRG5A9QkxwTCtoCVfrZXdwS4DCoyhtoLD,20000.0,HzGvURzMft7DnoKmyeuZRctDedyVk3Gm836LRU4KaTbJ,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #618,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Purple'}, {'trait_type': 'Fur / Skin', 'value': 'Purple / Purple'}, {'trait_type': 'Head', 'value': ""Sailor's Hat""}, {'trait_type': 'Mouth', 'value': 'Bubblegum'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'No Traits'}, {'trait_type': 'Eyewear', 'value': 'Aviator Glasses'}, {'trait_type': 'generation', 'value': 1}, {'trait_type': 'sequence', 'value': 618}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/ObQz96UxLbcQ01WS0gOfOFRgu43eVguB0g87EpdfBDg?ext=png', 'type': 'image/png'}]}",False,{},4,"[{'trait_type': 'Background', 'value': 'Purple'}, {'trait_type': 'Fur / Skin', 'value': 'Purple / Purple'}, {'trait_type': 'Head', 'value': ""Sailor's Hat""}, {'trait_type': 'Mouth', 'value': 'Bubblegum'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'No Traits'}, {'trait_type': 'Eyewear', 'value': 'Aviator Glasses'}, {'trait_type': 'generation', 'value': 1}, {'trait_type': 'sequence', 'value': 618}]",Purple,PurplePurple,SailorsHat,Bubblegum,NoTraits,NoTraits,AviatorGlasses,1,618,Background: Purple<br>Fur/Skin: PurplePurple<br>Head: SailorsHat<br>Mouth: Bubblegum<br>Teeth: NoTraits<br>Clothing: NoTraits<br>Eyewear: AviatorGlasses<br>
3,2024,EdoekHuWTrszS9wWRm35N8zp881eCkW46xa5yG2vJk4E,13420.0,HzGvURzMft7DnoKmyeuZRctDedyVk3Gm836LRU4KaTbJ,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #1236,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Black'}, {'trait_type': 'Fur / Skin', 'value': 'Black / Gray'}, {'trait_type': 'Head', 'value': 'Snapback Cap'}, {'trait_type': 'Mouth', 'value': 'Drool'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Leather Jacket'}, {'trait_type': 'Eyewear', 'value': 'Heart Glasses'}, {'trait_type': 'generation', 'value': 1}, {'trait_type': 'sequence', 'value': 1236}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/_fwsjVXN7Rqo77Bvpa5nFycv-c7jDK401u8GERmjhXU?ext=png', 'type': 'image/png'}]}",False,{},4,"[{'trait_type': 'Background', 'value': 'Black'}, {'trait_type': 'Fur / Skin', 'value': 'Black / Gray'}, {'trait_type': 'Head', 'value': 'Snapback Cap'}, {'trait_type': 'Mouth', 'value': 'Drool'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Leather Jacket'}, {'trait_type': 'Eyewear', 'value': 'Heart Glasses'}, {'trait_type': 'generation', 'value': 1}, {'trait_type': 'sequence', 'value': 1236}]",Black,BlackGray,SnapbackCap,Drool,NoTraits,LeatherJacket,HeartGlasses,1,1236,Background: Black<br>Fur/Skin: BlackGray<br>Head: SnapbackCap<br>Mouth: Drool<br>Teeth: NoTraits<br>Clothing: LeatherJacket<br>Eyewear: HeartGlasses<br>
4,2023,8Qdrgw89Xi591wDbbSHzWyY81a1RaefFcn9MJMBqWiEn,10069.0,74wwrNvc1mfkP8WkKrVVD3yvUy3hP95i7oTD5jkX6zat,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #3180,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Red'}, {'trait_type': 'Fur / Skin', 'value': 'Red / Blue'}, {'trait_type': 'Head', 'value': 'Space Helmet'}, {'trait_type': 'Mouth', 'value': 'Dirty Fiat'}, {'trait_type': 'Teeth', 'value': 'Gold Tooth'}, {'trait_type': 'Clothing', 'value': 'Space Suit'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'trait_type': 'generation', 'value': 1}, {'trait_type': 'sequence', 'value': 3180}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/ktAVgCpjSH-0PsVTY-lX6N-3Jdjxh8PnME-5cm8MNVE?ext=png', 'type': 'image/png'}]}",False,{},4,"[{'trait_type': 'Background', 'value': 'Red'}, {'trait_type': 'Fur / Skin', 'value': 'Red / Blue'}, {'trait_type': 'Head', 'value': 'Space Helmet'}, {'trait_type': 'Mouth', 'value': 'Dirty Fiat'}, {'trait_type': 'Teeth', 'value': 'Gold Tooth'}, {'trait_type': 'Clothing', 'value': 'Space Suit'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'trait_type': 'generation', 'value': 1}, {'trait_type': 'sequence', 'value': 3180}]",Red,RedBlue,SpaceHelmet,DirtyFiat,GoldTooth,SpaceSuit,NoTraits,1,3180,Background: Red<br>Fur/Skin: RedBlue<br>Head: SpaceHelmet<br>Mouth: DirtyFiat<br>Teeth: GoldTooth<br>Clothing: SpaceSuit<br>Eyewear: NoTraits<br>
5,644,Df6gymaf5wsqap1tXMWjVBucBcYYM4eV3xpGCJwUWqG2,10000.0,2NFKRpPC9vjKwons728UqVEfFxtzhskRq7HtznkKyBuc,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #2594,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Teal'}, {'trait_type': 'Fur / Skin', 'value': 'Purple / Peach'}, {'trait_type': 'Head', 'value': 'The Croc Hunter'}, {'trait_type': 'Mouth', 'value': 'No Traits'}, {'trait_type': 'Teeth', 'value': 'Diamond Teeth'}, {'trait_type': 'Clothing', 'value': 'Tie-Dye T-Shirt'}, {'trait_type': 'Eyewear', 'value': 'Ape Vipers'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 2594}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/UBcE9PoPNke9EQZdM1K9ZTSoScENCJUH-63eguqoYc4?ext=png', 'type': 'image/png'}]}",False,"{'howrare': {'rank': 40}, 'moonrank': {'rank': 13}}",2,"[{'trait_type': 'Background', 'value': 'Teal'}, {'trait_type': 'Fur / Skin', 'value': 'Purple / Peach'}, {'trait_type': 'Head', 'value': 'The Croc Hunter'}, {'trait_type': 'Mouth', 'value': 'No Traits'}, {'trait_type': 'Teeth', 'value': 'Diamond Teeth'}, {'trait_type': 'Clothing', 'value': 'Tie-Dye T-Shirt'}, {'trait_type': 'Eyewear', 'value': 'Ape Vipers'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 2594}]",Teal,PurplePeach,TheCrocHunter,NoTraits,DiamondTeeth,TieDyeTShirt,ApeVipers,1,2594,Background: Teal<br>Fur/Skin: PurplePeach<br>Head: TheCrocHunter<br>Mouth: NoTraits<br>Teeth: DiamondTeeth<br>Clothing: TieDyeTShirt<br>Eyewear: ApeVipers<br>
6,645,8oA2FYHBmGJwEmUjw3xvfWL255HY23NN8RJAf6uCuhic,10000.0,2NFKRpPC9vjKwons728UqVEfFxtzhskRq7HtznkKyBuc,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #1787,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Fur / Skin', 'value': 'Leopard'}, {'trait_type': 'Head', 'value': 'Beer Hat'}, {'trait_type': 'Mouth', 'value': 'No Traits'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Biggie Sweater'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 1787}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/UZgsqmttb9hFg1w9Oww2jzU0jqat0AsCyhhhv95Hj0U?ext=png', 'type': 'image/png'}]}",False,"{'howrare': {'rank': 169}, 'moonrank': {'rank': 975}}",2,"[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Fur / Skin', 'value': 'Leopard'}, {'trait_type': 'Head', 'value': 'Beer Hat'}, {'trait_type': 'Mouth', 'value': 'No Traits'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Biggie Sweater'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 1787}]",Yellow,Leopard,BeerHat,NoTraits,NoTraits,BiggieSweater,NoTraits,1,1787,Background: Yellow<br>Fur/Skin: Leopard<br>Head: BeerHat<br>Mouth: NoTraits<br>Teeth: NoTraits<br>Clothing: BiggieSweater<br>Eyewear: NoTraits<br>
7,1282,2tqDCxXX14zU59hRstASotNrLPUKwFHmepgYj6gwYLkv,10000.0,93cNwUacwUxqoyQjjCMg8vsUxjYNi8DE6245DGfJfmkB,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #3852,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Blue'}, {'trait_type': 'Fur / Skin', 'value': 'Zombie'}, {'trait_type': 'Head', 'value': 'Degen Service Hat'}, {'trait_type': 'Mouth', 'value': 'Hotdog'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Degen Service Shirt'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 3852}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/sMwoy-ORgMjKdFNV22AUXWsz_1LRJiMBZ4KmVn_P8sk?ext=png', 'type': 'image/png'}]}",False,"{'moonrank': {'rank': 210}, 'howrare': {'rank': 161}}",3,"[{'trait_type': 'Background', 'value': 'Blue'}, {'trait_type': 'Fur / Skin', 'value': 'Zombie'}, {'trait_type': 'Head', 'value': 'Degen Service Hat'}, {'trait_type': 'Mouth', 'value': 'Hotdog'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Degen Service Shirt'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'display_type': 'number', 'trait_type': 'generation', 'value': 1}, {'display_type': 'number', 'trait_type': 'sequence', 'value': 3852}]",Blue,Zombie,DegenServiceHat,Hotdog,NoTraits,DegenServiceShirt,NoTraits,1,3852,Background: Blue<br>Fur/Skin: Zombie<br>Head: DegenServiceHat<br>Mouth: Hotdog<br>Teeth: NoTraits<br>Clothing: DegenServiceShirt<br>Eyewear: NoTraits<br>
8,2019,BUHyih7uGVhXPbYzMDoFLLXTbULmZvwis2Nryudu7pBH,10000.0,C6PXjdSyYJ2pPK6rZ3kqjuDrZrtSFFrAxxMkk3aV9ALx,degenerate_ape_academy,Degenerate Ape Academy,,Degen Ape #7440,image,"[{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'verified': 0, 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'verified': 0, 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'verified': 0, 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'verified': 0, 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'verified': 1, 'share': 1}]","[{'trait_type': 'Background', 'value': 'Blue'}, {'trait_type': 'Fur / Skin', 'value': 'Albino / Blue'}, {'trait_type': 'Head', 'value': 'Space Helmet'}, {'trait_type': 'Mouth', 'value': 'No Traits'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Space Suit'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'trait_type': 'generation', 'value': 1}, {'trait_type': 'sequence', 'value': 7440}]","{'category': 'image', 'creators': [{'address': '9BKWqDHfHZh9j39xakYVMdr6hXmCLHH5VfCpeq2idU9L', 'share': 39}, {'address': '9FYsKrNuEweb55Wa2jaj8wTKYDBvuCG3huhakEj96iN9', 'share': 25}, {'address': 'HNGVuL5kqjDehw7KR63w9gxow32sX6xzRNgLb8GkbwCM', 'share': 25}, {'address': '7FzXBBPjzrNJbm9MrZKZcyvP3ojVeYPUG2XkBPVZvuBu', 'share': 10}, {'address': 'DC2mkgwhy56w3viNtHDjJQmc7SGu2QX785bS4aexojwX', 'share': 1}], 'files': [{'uri': 'https://arweave.net/91iqUZ-eix2A51CxXttJUTI3ynSGBFGvaxWR_rDXCAc?ext=png', 'type': 'image/png'}]}",False,{},4,"[{'trait_type': 'Background', 'value': 'Blue'}, {'trait_type': 'Fur / Skin', 'value': 'Albino / Blue'}, {'trait_type': 'Head', 'value': 'Space Helmet'}, {'trait_type': 'Mouth', 'value': 'No Traits'}, {'trait_type': 'Teeth', 'value': 'No Traits'}, {'trait_type': 'Clothing', 'value': 'Space Suit'}, {'trait_type': 'Eyewear', 'value': 'No Traits'}, {'trait_type': 'generation', 'value': 1}, {'trait_type': 'sequence', 'value': 7440}]",Blue,AlbinoBlue,SpaceHelmet,NoTraits,NoTraits,SpaceSuit,NoTraits,1,7440,Background: Blue<br>Fur/Skin: AlbinoBlue<br>Head: SpaceHelmet<br>Mouth: NoTraits<br>Teeth: NoTraits<br>Clothing: SpaceSuit<br>Eyewear: NoTraits<br>
