,id,price,owner,collectionName,collectionTitle,img,title,propertyCategory,creators,attributes,properties,tokenDelegateValid,rarity,version,origin_attributes,Background,Body,Face,Costume,Face Gear,Glasses,Headgear
755,AzRAJjSDS1mjR5wo8eW9MFzu1uwi4gs9j8pcK8pwkvBx,6.4,CAczwtsm5donE8J8HCnohm9FfT2kpCURHvZz1Q8LMwdw,magnum_ai,Magnum AI,https://www.arweave.net/vCqgPT-si_q1MdFKQLAZrowPIywmUlaQKknsMwkiiHA?ext=png,Magnum #3542,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Mechanical'}, {'trait_type': 'Body', 'value': 'Flower Power'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'Rebreather Cyborg'}, {'trait_type': 'Glasses', 'value': 'Pink Paradise'}, {'trait_type': 'Headgear', 'value': 'Blonde Afro'}]","{'files': [{'uri': 'https://www.arweave.net/vCqgPT-si_q1MdFKQLAZrowPIywmUlaQKknsMwkiiHA?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Mechanical'}, {'trait_type': 'Body', 'value': 'Flower Power'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'Rebreather Cyborg'}, {'trait_type': 'Glasses', 'value': 'Pink Paradise'}, {'trait_type': 'Headgear', 'value': 'Blonde Afro'}]",Mechanical,FlowerPower,Face,Leonidas,RebreatherCyborg,PinkParadise,BlondeAfro
756,2CiyDYWxyQX6urk3eSGnjkmWYC5woALSxcXTzxBAm9q3,6.5,Ethz8YKN5TgVM1o4NxyrkVY61obCfNByu2Yx4EfXYYek,magnum_ai,Magnum AI,https://www.arweave.net/JDk3zavByhBn5jkkzMt5A5fwCx3ODYagYnxWyULrT8M?ext=png,Magnum #3498,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Arcade Bricks'}, {'trait_type': 'Body', 'value': 'Half Cyborg'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'No Face Gear'}, {'trait_type': 'Glasses', 'value': 'Deal With It'}, {'trait_type': 'Headgear', 'value': 'No Headgear'}]","{'files': [{'uri': 'https://www.arweave.net/JDk3zavByhBn5jkkzMt5A5fwCx3ODYagYnxWyULrT8M?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Arcade Bricks'}, {'trait_type': 'Body', 'value': 'Half Cyborg'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'No Face Gear'}, {'trait_type': 'Glasses', 'value': 'Deal With It'}, {'trait_type': 'Headgear', 'value': 'No Headgear'}]",ArcadeBricks,HalfCyborg,Face,Leonidas,NoFaceGear,DealWithIt,NoHeadgear
757,E1SaXLYAEu8tVbNPoZdZjAUXXPBYm94n9hwmVzji5Gnt,6.5,EjRAud8cpdSzw3gd7SYZ9fNKFsJgtioXm3g4bkLry2sx,magnum_ai,Magnum AI,https://www.arweave.net/-a1Jw3zD_QyJeFF5mJWKmtkEAmJVM0PtOwz1aDsPMSU?ext=png,Magnum #516,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Outerspace'}, {'trait_type': 'Body', 'value': 'Hologram'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Magnum BallZ'}, {'trait_type': 'Face Gear', 'value': 'Rebreather Cyborg'}, {'trait_type': 'Glasses', 'value': 'No Signal'}, {'trait_type': 'Headgear', 'value': 'The Knight'}]","{'files': [{'uri': 'https://www.arweave.net/-a1Jw3zD_QyJeFF5mJWKmtkEAmJVM0PtOwz1aDsPMSU?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Outerspace'}, {'trait_type': 'Body', 'value': 'Hologram'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Magnum BallZ'}, {'trait_type': 'Face Gear', 'value': 'Rebreather Cyborg'}, {'trait_type': 'Glasses', 'value': 'No Signal'}, {'trait_type': 'Headgear', 'value': 'The Knight'}]",Outerspace,Hologram,Face,MagnumBallZ,RebreatherCyborg,NoSignal,TheKnight
758,GcxQMNrdaLwyHMXLPhUeq8MFBMJ51dtEFwLCbBinYFi8,6.5,9YBr9UzCwoKjtkz3hJQJR9haCbCoEuHaRXKyXoKsqoVu,magnum_ai,Magnum AI,https://www.arweave.net/6ERjRJ14S4p18_uxz79V5cswXwrcvUnY4Z4f9QCyaEM?ext=png,Magnum #322,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Retro Emerald'}, {'trait_type': 'Body', 'value': 'Golem'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Mob Boss'}, {'trait_type': 'Face Gear', 'value': 'Rebreather Cyborg'}, {'trait_type': 'Glasses', 'value': 'Steampunk'}, {'trait_type': 'Headgear', 'value': 'Pharoh Visor'}]","{'files': [{'uri': 'https://www.arweave.net/6ERjRJ14S4p18_uxz79V5cswXwrcvUnY4Z4f9QCyaEM?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Retro Emerald'}, {'trait_type': 'Body', 'value': 'Golem'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Mob Boss'}, {'trait_type': 'Face Gear', 'value': 'Rebreather Cyborg'}, {'trait_type': 'Glasses', 'value': 'Steampunk'}, {'trait_type': 'Headgear', 'value': 'Pharoh Visor'}]",RetroEmerald,Golem,Face,MobBoss,RebreatherCyborg,Steampunk,PharohVisor
759,F7Cqpj9pvrT8KSZmBvVSutDBUiCcKUHKw5ykuCUg2Ebh,6.5,GnKedE8DEnsFnweFwd24bN5jgnY8CgHiUKAwV6jmLZzm,magnum_ai,Magnum AI,https://www.arweave.net/lEkrDDYE_4bu1155ch05pCH7FxwEbeorkwhDo-Lbg1c?ext=png,Magnum #3232,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Sunset Pink'}, {'trait_type': 'Body', 'value': 'Rock Lava'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Army Coat'}, {'trait_type': 'Face Gear', 'value': 'No Face Gear'}, {'trait_type': 'Glasses', 'value': 'Pink Paradise'}, {'trait_type': 'Headgear', 'value': 'Kongz Mascot'}]","{'files': [{'uri': 'https://www.arweave.net/lEkrDDYE_4bu1155ch05pCH7FxwEbeorkwhDo-Lbg1c?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Sunset Pink'}, {'trait_type': 'Body', 'value': 'Rock Lava'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Army Coat'}, {'trait_type': 'Face Gear', 'value': 'No Face Gear'}, {'trait_type': 'Glasses', 'value': 'Pink Paradise'}, {'trait_type': 'Headgear', 'value': 'Kongz Mascot'}]",SunsetPink,RockLava,Face,ArmyCoat,NoFaceGear,PinkParadise,KongzMascot
760,8iMCwp8p6Mjj5QLBTQ4EWQcAkCedssMvxn8pvKBUG9BL,6.5,6MhrxCpTZJ2Fgc7j42fHBaaKhiwrbVix2SAD3Wchvdrq,magnum_ai,Magnum AI,https://www.arweave.net/Bo4Cs_NbYxeijtxRkiDUphmErFvQYD2HxO8lNnhGPpM?ext=png,Magnum #2772,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Retro Emerald'}, {'trait_type': 'Body', 'value': 'Hologram'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Magnum Supreme'}, {'trait_type': 'Face Gear', 'value': 'Red Beard'}, {'trait_type': 'Glasses', 'value': 'Vipers'}, {'trait_type': 'Headgear', 'value': 'ComCap'}]","{'files': [{'uri': 'https://www.arweave.net/Bo4Cs_NbYxeijtxRkiDUphmErFvQYD2HxO8lNnhGPpM?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Retro Emerald'}, {'trait_type': 'Body', 'value': 'Hologram'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Magnum Supreme'}, {'trait_type': 'Face Gear', 'value': 'Red Beard'}, {'trait_type': 'Glasses', 'value': 'Vipers'}, {'trait_type': 'Headgear', 'value': 'ComCap'}]",RetroEmerald,Hologram,Face,MagnumSupreme,RedBeard,Vipers,ComCap
761,DitbhyXc1dL65M12rizuWzdGRGhoM7VGoTUMPpuqpESr,6.5,J3UCy8EeTvfyxxnTuYWuQ3hSdCdyzHiSk3WApCYFvyWe,magnum_ai,Magnum AI,https://www.arweave.net/W-8AyrjU4-h-Oc-rT27iska5qHN14nSpDawyZzm-B7U?ext=png,Magnum #3728,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'No Signal'}, {'trait_type': 'Body', 'value': 'Mummy Returns'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'Red Beard'}, {'trait_type': 'Glasses', 'value': 'SNES'}, {'trait_type': 'Headgear', 'value': 'Space Helmet'}]","{'files': [{'uri': 'https://www.arweave.net/W-8AyrjU4-h-Oc-rT27iska5qHN14nSpDawyZzm-B7U?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'No Signal'}, {'trait_type': 'Body', 'value': 'Mummy Returns'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'Red Beard'}, {'trait_type': 'Glasses', 'value': 'SNES'}, {'trait_type': 'Headgear', 'value': 'Space Helmet'}]",NoSignal,MummyReturns,Face,Leonidas,RedBeard,SNES,SpaceHelmet
762,FbnexLQ5w4vejPYiB4ksSceaqRXyrM75okwRFB9Swd6P,6.66,BvEyHyGAeE3vfsFuoAhPcBVDfbATp49fhvxf1ZLJDRpe,magnum_ai,Magnum AI,https://www.arweave.net/W_kl07qOXTQKSbL54UadqAb5lhtkyu_pS783FwOuPyc?ext=png,Magnum #587,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'No Signal'}, {'trait_type': 'Body', 'value': 'Zombie'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Ablazennn'}, {'trait_type': 'Face Gear', 'value': 'B Mask'}, {'trait_type': 'Glasses', 'value': 'No Glasses'}, {'trait_type': 'Headgear', 'value': 'The Knight'}]","{'files': [{'uri': 'https://www.arweave.net/W_kl07qOXTQKSbL54UadqAb5lhtkyu_pS783FwOuPyc?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'No Signal'}, {'trait_type': 'Body', 'value': 'Zombie'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Ablazennn'}, {'trait_type': 'Face Gear', 'value': 'B Mask'}, {'trait_type': 'Glasses', 'value': 'No Glasses'}, {'trait_type': 'Headgear', 'value': 'The Knight'}]",NoSignal,Zombie,Face,Ablazennn,BMask,NoGlasses,TheKnight
763,9BeUhxxJbXPw1MYQH17LTmQBMwMmgwCePeXQWsvsBuWD,6.66,DmF6EBnNJ6jup2V56L6qsZBeAGNbNwuuyWUnxTCuhGed,magnum_ai,Magnum AI,https://www.arweave.net/INjU5tXrCIzVCV1PGeNLfKI-23v-itpbF6bcq43A0CA?ext=png,Magnum #3781,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Retro Emerald'}, {'trait_type': 'Body', 'value': 'Flower Power'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Ablazennn'}, {'trait_type': 'Face Gear', 'value': 'Great Smile'}, {'trait_type': 'Glasses', 'value': 'Steampunk'}, {'trait_type': 'Headgear', 'value': 'Pharoh Visor'}]","{'files': [{'uri': 'https://www.arweave.net/INjU5tXrCIzVCV1PGeNLfKI-23v-itpbF6bcq43A0CA?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Retro Emerald'}, {'trait_type': 'Body', 'value': 'Flower Power'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Ablazennn'}, {'trait_type': 'Face Gear', 'value': 'Great Smile'}, {'trait_type': 'Glasses', 'value': 'Steampunk'}, {'trait_type': 'Headgear', 'value': 'Pharoh Visor'}]",RetroEmerald,FlowerPower,Face,Ablazennn,GreatSmile,Steampunk,PharohVisor
764,2MCC21VMK4wY5eguUSUTz7xhC2RNozqiHeV7TB7LD4ED,6.66,6bUkEcqv8ryam2y9Ge7Vmn8vXKXkA2gVUn845NFtCvfE,magnum_ai,Magnum AI,https://www.arweave.net/yaGSqHoar9MLiruU4XvSHfnXZPl6QpaRMqPhd4Nx-0Q?ext=png,Magnum #2113,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Arcade Bricks'}, {'trait_type': 'Body', 'value': 'Rock Lava'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Army Coat'}, {'trait_type': 'Face Gear', 'value': 'Green Bandana'}, {'trait_type': 'Glasses', 'value': 'Glowing Blue'}, {'trait_type': 'Headgear', 'value': 'ComCap'}]","{'files': [{'uri': 'https://www.arweave.net/yaGSqHoar9MLiruU4XvSHfnXZPl6QpaRMqPhd4Nx-0Q?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Arcade Bricks'}, {'trait_type': 'Body', 'value': 'Rock Lava'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Army Coat'}, {'trait_type': 'Face Gear', 'value': 'Green Bandana'}, {'trait_type': 'Glasses', 'value': 'Glowing Blue'}, {'trait_type': 'Headgear', 'value': 'ComCap'}]",ArcadeBricks,RockLava,Face,ArmyCoat,GreenBandana,GlowingBlue,ComCap
765,AWVTv3yVQRNPyimrdA1GfqdNzSNoxVVnHJ3S33rimDYg,6.68,7dSLzFg9DLBLNbSN86qZsDooLjRYCbyrx7dMezfLCSKW,magnum_ai,Magnum AI,https://www.arweave.net/lXXrD7ItFI3Gu6cFh3Ki4mr25mSN2FCmxfkT9ZFQCVE?ext=png,Magnum #3048,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Retro Emerald'}, {'trait_type': 'Body', 'value': 'Yakuza'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Magnum Formal'}, {'trait_type': 'Face Gear', 'value': 'French Mustache'}, {'trait_type': 'Glasses', 'value': 'Glowing Red'}, {'trait_type': 'Headgear', 'value': 'Brown Afro'}]","{'files': [{'uri': 'https://www.arweave.net/lXXrD7ItFI3Gu6cFh3Ki4mr25mSN2FCmxfkT9ZFQCVE?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Retro Emerald'}, {'trait_type': 'Body', 'value': 'Yakuza'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Magnum Formal'}, {'trait_type': 'Face Gear', 'value': 'French Mustache'}, {'trait_type': 'Glasses', 'value': 'Glowing Red'}, {'trait_type': 'Headgear', 'value': 'Brown Afro'}]",RetroEmerald,Yakuza,Face,MagnumFormal,FrenchMustache,GlowingRed,BrownAfro
766,HUAphJ7r2xU1pjhc9bHLguv9E3DxVh8qjQypiQZjXq8m,6.69,Gw4Je2ts5L8euQTZbTw4HF1Qe758VXmMhMkpfHybdeCH,magnum_ai,Magnum AI,https://www.arweave.net/o2VYlOQEt7UnPaj2p8f-kxGRrefO5P9Ui1YXbNP0lAg?ext=png,Magnum #1669,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Outerspace'}, {'trait_type': 'Body', 'value': 'Yakuza'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'Angry Cyborg'}, {'trait_type': 'Glasses', 'value': 'Cyclops Visor'}, {'trait_type': 'Headgear', 'value': 'Kongz Mascot'}]","{'files': [{'uri': 'https://www.arweave.net/o2VYlOQEt7UnPaj2p8f-kxGRrefO5P9Ui1YXbNP0lAg?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Outerspace'}, {'trait_type': 'Body', 'value': 'Yakuza'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'Angry Cyborg'}, {'trait_type': 'Glasses', 'value': 'Cyclops Visor'}, {'trait_type': 'Headgear', 'value': 'Kongz Mascot'}]",Outerspace,Yakuza,Face,Leonidas,AngryCyborg,CyclopsVisor,KongzMascot
767,4rBtaRYfX2g7TfHmN9R6jmtqTqwZ9fQgsD8mtBXU1HDf,6.69,4euq5zLN8mHiV8EmRZ3wYkwGef8cCXq5pT1VHtQ6sbmb,magnum_ai,Magnum AI,https://www.arweave.net/c2eCS0D70ZGeYomLWj03Sw-Iaw-IwYV2yfzVW42q5O8?ext=png,Magnum #3203,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Not Pacman'}, {'trait_type': 'Body', 'value': 'Hologram'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'Nice Teeth'}, {'trait_type': 'Glasses', 'value': 'Vipers'}, {'trait_type': 'Headgear', 'value': 'Brown Afro'}]","{'files': [{'uri': 'https://www.arweave.net/c2eCS0D70ZGeYomLWj03Sw-Iaw-IwYV2yfzVW42q5O8?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Not Pacman'}, {'trait_type': 'Body', 'value': 'Hologram'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Leonidas'}, {'trait_type': 'Face Gear', 'value': 'Nice Teeth'}, {'trait_type': 'Glasses', 'value': 'Vipers'}, {'trait_type': 'Headgear', 'value': 'Brown Afro'}]",NotPacman,Hologram,Face,Leonidas,NiceTeeth,Vipers,BrownAfro
768,7qMMXrix58AoeGwDsHKP12zZAPx95dvjYGZT6utWCchX,6.69,FRjjghpZqiKx8WLVc8mZFf4mLea8uTfAHv1ZMS8Aib6d,magnum_ai,Magnum AI,https://www.arweave.net/I4xyFWv6aDCyOKCOj461_8PdGP7uDM94cE2alAwBC9o?ext=png,Magnum #468,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Sunset Yellow'}, {'trait_type': 'Body', 'value': 'Human Skin'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Spartacus'}, {'trait_type': 'Face Gear', 'value': 'Green Bandana'}, {'trait_type': 'Glasses', 'value': 'Vipers'}, {'trait_type': 'Headgear', 'value': 'Brown Afro'}]","{'files': [{'uri': 'https://www.arweave.net/I4xyFWv6aDCyOKCOj461_8PdGP7uDM94cE2alAwBC9o?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Sunset Yellow'}, {'trait_type': 'Body', 'value': 'Human Skin'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Spartacus'}, {'trait_type': 'Face Gear', 'value': 'Green Bandana'}, {'trait_type': 'Glasses', 'value': 'Vipers'}, {'trait_type': 'Headgear', 'value': 'Brown Afro'}]",SunsetYellow,HumanSkin,Face,Spartacus,GreenBandana,Vipers,BrownAfro
769,FhDiSFZDp7AiLBq6Sr4iMWiNX9iAJfqPDC8oXFuU3B6x,6.69,EyMUomL7ToFqop13h2SDXQrjGvB2vDidCnXa7xySpjVS,magnum_ai,Magnum AI,https://www.arweave.net/WIQNgB-4kjwJZyuMey2CLWp2t6p2IvZ__WR0J1J7MsM?ext=png,Magnum #1569,image,"[{'address': '5PUfY4iz9udwGTLbQaAH845NHCHDAfnqfoGaa8uPYm7', 'verified': 1, 'share': 0}, {'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'verified': 0, 'share': 100}]","[{'trait_type': 'Background', 'value': 'Retro Red'}, {'trait_type': 'Body', 'value': 'Human Skin'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Pharaoh Top'}, {'trait_type': 'Face Gear', 'value': 'Great Smile'}, {'trait_type': 'Glasses', 'value': 'Steampunk'}, {'trait_type': 'Headgear', 'value': 'The Knight'}]","{'files': [{'uri': 'https://www.arweave.net/WIQNgB-4kjwJZyuMey2CLWp2t6p2IvZ__WR0J1J7MsM?ext=png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'Fw2ZMHRKhjv92vBDuRWt3KmbBbjhsXWLsTP9BjToudcx', 'share': 100}]}",False,,1,"[{'trait_type': 'Background', 'value': 'Retro Red'}, {'trait_type': 'Body', 'value': 'Human Skin'}, {'trait_type': 'Face', 'value': 'Face'}, {'trait_type': 'Costume', 'value': 'Pharaoh Top'}, {'trait_type': 'Face Gear', 'value': 'Great Smile'}, {'trait_type': 'Glasses', 'value': 'Steampunk'}, {'trait_type': 'Headgear', 'value': 'The Knight'}]",RetroRed,HumanSkin,Face,PharaohTop,GreatSmile,Steampunk,TheKnight
