,id,price,owner,collectionName,collectionTitle,title,propertyCategory,creators,properties,tokenDelegateValid,rarity,version,Trait_Background,Trait_Body,Trait_Clothes,Trait_Eyes,Trait_Head,Trait_Mouth
765,FTkA1699a7Uhz2J2ed1bszhtYcXor92ZK4LWjmGVFTXt,0.45,AjkAut67aNGocFu2zyULjhsZCj7qAQo2fSq8biRYKjzc,monkelabs_dao,MonkeLabs DAO,LabMonke #5811,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/43919f865282897f12b1c0aa3f3487f5.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Orangutan,StormTrooper,NightVision,None,Open
766,G5BTiLQzfJPCjvhoZJyc2jqabDGUAT7BVXVWPNS8Ah6N,0.47,r4yxhFNtnSrZi9YSTpH326WavHengxbFTmfo7Ud1M81,monkelabs_dao,MonkeLabs DAO,LabMonke #4614,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/2a57da56ffc61cc510152571085e3880.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Red,Brown,SuperArmorGreen,NightVision,None,Smile
767,GaMjNDZLrQvshubb9ZhAkxMbMwMJtmMRS2BHtqfdyaZe,0.47,324hUwxCpkRVbbtEdFxuLzzDegJy2dWe3RhZNAj3kXSx,monkelabs_dao,MonkeLabs DAO,LabMonke #176,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/8a4eda5522a1fd1814aa96c6ff64c11a.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Red,Gorilla,TShirt,None,Topaz,Thoughtful
768,DAGGHcVvzACCsyyzcZMUhdDmFtBUK2dUEqC3iJso1bSb,0.49,3ryQ1XwAnoRYg5czwSHfwBsomBWcuyvzZAUQNDyUB82W,monkelabs_dao,MonkeLabs DAO,LabMonke #5881,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/726c3c99fbb173b53348d3f3888dce64.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Red,Arctic,Bowtie,Tracker,Brain,Smile
769,7v866kBSREK6N5mSNwZQbK74K2QDDP7rtiC14xhfyNC5,0.5,Grdn9cguv7Ly2Gp8BhMbTiYVrYgTbnmAcxY2tKQx6j9o,monkelabs_dao,MonkeLabs DAO,LabMonke #281,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/e62d5480ce353914d0ab06ecbd727947.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Orangutan,LabCoatClosed,Glasses,None,Dot
770,3rzQYSiV9e83wKKMe9TxT9CeMaafjaG6JaUJHN78RH8i,0.5,H7L3NfiW99zzqmcMshxu8faSMHVMrLktRmt6Xc2cQRzq,monkelabs_dao,MonkeLabs DAO,LabMonke #4467,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/248c23f8d5893c1a6b1d60c6eeaf5e74.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Red,Blue,Hazmat,NightVision,Syringe,Open
771,EdaEN8A3dWrkbssW4ss1TXkHt9eV7q1oRGzyTWgDuR4C,0.5,ExgCn2X3WA2HpfVxhozMejVLw8nsmGvfjpajZhBi7ere,monkelabs_dao,MonkeLabs DAO,LabMonke #2612,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/747d36db9524203dcf3f34693a9d309d.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Green,Blue,None,TronGlasses,Planet,Full
772,HHdwBGbQgxeTCMaJwLL9BzYujZeb26ErpjgeJCZKV1D3,0.5,6p5vcKF18THNcpos3GAzkQv7GZDwb13FWSq9rVzBqzHt,monkelabs_dao,MonkeLabs DAO,LabMonke #3808,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/8f7ff6ad7d35aaabfcc500c56fbb2c81.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Yellow,Blue,Suit,Glasses,ComputerOn,Thoughtful
773,4mfrQVKgsqvS4yzuyeYJ99zbGXLECkem6MnSCv6aMup8,0.5,EDsZ6cLaC9YqLV9xQ8cRN8jTigy1hLCeM3CLsv1P3i1k,monkelabs_dao,MonkeLabs DAO,LabMonke #4526,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/61a1618e6d0937d5f16c5ff2f494f624.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Yellow,Green,LabCoatClosed,Tracker,Einstein,Line
774,4iXn4YhssoSUy3WMXKZieYKiUkZLhXZZgZroMGk422wR,0.5,38jVG6BJwTBW6vcSAbXneGjNgiSPWyioB8MVBfxM9dVE,monkelabs_dao,MonkeLabs DAO,LabMonke #2371,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/b6e2353b426797f33c58a95f7e801a52.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Orangutan,LabCoatOpen,None,Controller,Full
775,BZNJP9BWE8Aqt4hyLD53K2xthhMFxBMCNxWwDBYbWMwC,0.5,G34KhiZv24cNxeid2A6C2Abrf3zkfs1z6wFsLBcgsSYR,monkelabs_dao,MonkeLabs DAO,LabMonke #5390,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/2a176af065519c5436aa823ed5b75ebd.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Blue,LabCoatClosed,Goggles,Satellite,Smile
776,Dbpbmi4o63qcQsEkGnqmtFyx1uuqrUYLjVzTBPrgQkBa,0.5,2KiDF5ficCGPh3YxJV952jsu77fk2JpjFdT5buQP73vv,monkelabs_dao,MonkeLabs DAO,LabMonke #798,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/9dcaef287e2cade01043681417bead83.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Red,Purple,TShirt,Goggles,Einstein,Full
777,8c1P1GWJfUsNNFpxp2rDkVVmj2XHwnWwQWPfGm7ugPCt,0.5,GqFXjzXA22RDV9NThALrHN3y7ZXXPAogHzdqHosGA76D,monkelabs_dao,MonkeLabs DAO,LabMonke #5040,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/43bbd782d73bdec9fcaa0a878ddef182.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Orangutan,TShirt,None,Planet,Open
778,GeVPE13945MWAi8uTzuMz1GvH9fzYUVaFvvJBnJhaQHT,0.5,wn1fWdG2HP3CRiVD7Ke7FNxWNui9HYA8nSt8dSYQt23,monkelabs_dao,MonkeLabs DAO,LabMonke #1282,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/aaccd64c78aeae2513ab287ef1cdfc1c.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Orangutan,TShirt,None,Einstein,Smile
779,dyrE3EtaXmfHVyzRiVdjktuod3FX9HxHgkihr96ruEm,0.5,8we68J1FvULowfGRY4zco2T9thd9gKEwgeviVAdGQzSy,monkelabs_dao,MonkeLabs DAO,LabMonke #4703,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/ffe77b0372206b032ce0b580491c40b2.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Green,Blue,None,Goggles,Battery,Smile
780,2EudojkYuhFxEbHL6afcL2kTWuCrqfcW1gn4cEwnzsgH,0.53,FPeLdC9VeZhWZBSRSdn6hj7cTj9rMyMMU98zopjwDQtS,monkelabs_dao,MonkeLabs DAO,LabMonke #4083,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/be53d86580e0254dd66c6cb6b3e9dba3.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Orangutan,LabCoatOpen,NightVision,SolarPanels,Dot
781,FN2QfLCzuLdhRip3NSNLn5124gCjRAQJTBcgoMCFrv18,0.53,8FYJ7JDsMiYNSMcu7F9K36Bt23WVLvbaZL26NCRPat6s,monkelabs_dao,MonkeLabs DAO,LabMonke #5982,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/f450f31fd4856bda37e7b007991ea2b6.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Blue,Brown,Bowtie,Tracker,Beaker,Line
782,CENrUqAh5qcqk2zW9AxrhkZ6a2XVVz6k1Vezf948wGKU,0.53,GBkQyXpJnEqsv1mA71iG6t3cAPjgBfB9i6n5AQ6DAas7,monkelabs_dao,MonkeLabs DAO,LabMonke #1571,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/43eef400d87a9a71ea9cf1be31f74583.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Purple,SuperArmorGreen,None,Emerald,Dot
783,9mLv4VHz9XoWT84unTJeBpa8XLdckFrQPgZTVQGRaLQS,0.54,C3k9Ry4UL2r91yjxyGtFGxoBbCD9Sa1LB8j7NMugs3Po,monkelabs_dao,MonkeLabs DAO,LabMonke #5791,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/5fc214f530c8b276afe68d50c0e5a7c5.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Red,Purple,None,Goggles,Battery,Thoughtful
784,2k1Pye9uZPQPA2Zt3vb11LkyY6eAA3zjb5uLusBKvSWg,0.55,AkV2Jf7YpcRP1obiiQw3VzSaiwo1YnUofBWHYe1NxbgR,monkelabs_dao,MonkeLabs DAO,LabMonke #3329,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/1504701009ab0a87620207be219c8fe8.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Green,Green,LabCoatOpen,None,ComputerOn,Open
785,3WReyCkm2YQ86VaDoYKHJvp9hPodqZdKvAUfnPg9rEPT,0.55,AkV2Jf7YpcRP1obiiQw3VzSaiwo1YnUofBWHYe1NxbgR,monkelabs_dao,MonkeLabs DAO,LabMonke #672,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/fc20223cd8869c644109658294508002.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Blue,Green,Bowtie,None,Diamond,Line
786,BkbBjXfTEuunWDLpDoZAwC5AuZybVi1iWRQCZesumnX9,0.55,AjkAut67aNGocFu2zyULjhsZCj7qAQo2fSq8biRYKjzc,monkelabs_dao,MonkeLabs DAO,LabMonke #3159,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/a2bb439e0d1a126b0cc671d1eba2b456.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Purple,None,TronGlasses,Planet,Open
787,2E4zo82dTJjb5MK3zC2qaT3YkB5bxaj2cGHKPNYH2SM2,0.55,r4yxhFNtnSrZi9YSTpH326WavHengxbFTmfo7Ud1M81,monkelabs_dao,MonkeLabs DAO,LabMonke #2019,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/ec6a0cd410af53ae42ddfb5fff42efce.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Yellow,Blue,Bowtie,Tracker,LightBulb,Dot
788,7QZomm46kF3A3rA6NZNB2tqNhoW3kWUxX4KfgSSwcHLh,0.55,CvbpoubRrwGoaKfkso3x7acv3XMo3xMAeQJPRywWsoYn,monkelabs_dao,MonkeLabs DAO,LabMonke #1277,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/8d7e519247c10e426e176696fce7253f.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Green,Orangutan,Bowtie,None,Microscope,Thoughtful
789,7pjDSWetqB8g6Asm4qZdbiaRQoxtC6BiYf7mUrXkb8mr,0.55,9KWqW9823nWJPVMziNhKQMpa8cTKvNhJF7rZtgtVvmWn,monkelabs_dao,MonkeLabs DAO,LabMonke #80,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/87f5d00db25d83e0ad24a7468dd63a2c.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Yellow,Blue,None,Glasses,ComputerOn,Full
790,FtVDdF8dVteGFReqhMBLW3pHNtkPkMhhKdTZ5FNDTqCN,0.55,7ShH2efBiwb8uhkmVNGavDgL7rX9F3u56j8wnZCD9hsU,monkelabs_dao,MonkeLabs DAO,LabMonke #2040,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/b244e2f30a26164c960b3412d636ff68.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Green,Brown,StormTrooper,NightVision,Brain,Smile
791,C8YkJn9NR7xesbCACCPBBNzHBTixTV3xr9iQBDdeHght,0.55,EQyZD46KNF1muMmcucJrhuyUPgkYPbzX5ZvjGCrTgYnV,monkelabs_dao,MonkeLabs DAO,LabMonke #848,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/ed98bb87901881717ef1ce076868c731.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Red,Green,Bowtie,Goggles,Magnet,Dot
792,5EHC7fMiUS3qxpPijbbQJXcuLs8grtStWQqxm4cPvcQy,0.55,GBWzW6MXythu4xhqCAxVoHrBM23rG5gLR6NyTY6aH7Hq,monkelabs_dao,MonkeLabs DAO,LabMonke #315,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/f55d31b99ba99366f05c0122280c5093.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Blue,LabCoatOpen,Glasses,SolarPanels,Open
793,CPyYyV5B8PhCJ8VyxykCjZDkYRTEMsaTCD71YZYwgSEP,0.55,8we68J1FvULowfGRY4zco2T9thd9gKEwgeviVAdGQzSy,monkelabs_dao,MonkeLabs DAO,LabMonke #2304,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/fab35c99a44588e48d8168ebd0562765.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Yellow,Green,None,NightVision,ComputerOff,Smile
794,Bs7UtkAEesGCfpjJniDJuqcJgtL8jMByX5NMitb1nmny,0.57,HaYPJuxPcyJU3k861GimZDtBHiLUX3gMvPXGiMqPbNAz,monkelabs_dao,MonkeLabs DAO,LabMonke #5189,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/9084bd6be793931ea6c2ff47babacd3a.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Purple,Brown,Bowtie,Goggles,SolarPanels,Dot
795,5PpZbWY3ZVYuHcwuMbwPAmBc6oWbmsQaUY6o2b8RYTYo,0.59,9QBmgUdQeMXkFGgo7gUDyCWXgwvTR4PoKAde5ofhKZDd,monkelabs_dao,MonkeLabs DAO,LabMonke #5641,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/44b127ce53dde6e6945ced7f4783caa5.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Yellow,Arctic,LabCoatClosed,Tracker,Topaz,Open
796,EczSW6F85Aez91JsmhRF6SJKmJN6sNhguz1NPcwBXNUr,0.59,FpPPhKwQxY1L2M12o7JuyaSooD1J2CLzaD9BP22jyF1L,monkelabs_dao,MonkeLabs DAO,LabMonke #763,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/19276c21ab40fae04fcf648220829a55.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,2,Red,Arctic,Emperor,Glasses,None,Line
