,id,price,owner,collectionName,collectionTitle,title,propertyCategory,creators,properties,tokenDelegateValid,rarity,version,Trait_Background,Trait_Body,Trait_Clothes,Trait_Eyes,Trait_Head,Trait_Mouth
0,7Gq9Sg6vFF3pDkvFWAECUWvtiRyML5rEeJerzooTJbpc,1.6,HcnFY2iZpxxUgnxTjgnSRniC3uTB2P5ouxeF1VRuJfmD,monkelabs_dao,MonkeLabs DAO,Monke #3739,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/e17866896b8b00594ef2200753e4aa58.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Green,Purple,LabCoatClosed,Glasses,None,Full
1,4GG54cVKczNDxhgqTv175oHpW3n4311SRBBUKRJ1jLfy,1.6,32xT6GvJ5yDuBXNKWVEUYwH12kEvsSz2T18Dsft7quQ1,monkelabs_dao,MonkeLabs DAO,Monke #2126,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/a725eb7b3d94f137460774f171a9ad7f.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Yellow,Blue,LabCoatClosed,None,LightBulb,Smile
2,Dot7rEKEwhZmKkmE8jNJCrbcLc744XcJYsMS9yDqSgcD,1.6275,Gee8i7omGrzkEjSjy9kVddVsMsJQMkSzXg2iXZB3ah1m,monkelabs_dao,MonkeLabs DAO,Monke #2906,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/658602395a2e3063b89cce6804e43930.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Blue,Orangutan,TShirt,None,None,Dot
3,3MUek6vF4j4TaP6bxt6pprgRLxtzH6U4d41H8Wckt7Ts,1.679,3XdiGWLSnw4WqMDpiBEgxLPC483mvhzLpJsWwERkkZvq,monkelabs_dao,MonkeLabs DAO,Monke #3347,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/dbbc01c47c7b7fd5fbd4a5a27ec404cd.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Brown,SuperArmorGreen,None,Slime,Full
4,49YUrkQnqBeFF7zty3sSNp3h2SCSSujYGArKv5zqWkUA,1.68,D7JkC11EPypQoyFM8Uwvdwuqjv8rvySEdHkHLookhmPD,monkelabs_dao,MonkeLabs DAO,Monke #3961,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/980bd58c56be10bb14aa9ad02e2f61a3.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Blue,Bowtie,Goggles,Magnet,Open
5,HCw16KSqwsLozVrvZHuanBuEbuh94eJYhYSCZR22WxqR,1.68,9PRSRP6SKhFkeLiywpUJS1PNJDfvQEkpYikbjjosHLLr,monkelabs_dao,MonkeLabs DAO,Monke #5306,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/6296825d2ca29f3345fd5406d2ec595f.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Blue,Brown,SuperArmorGreen,None,Brain,Thoughtful
6,Fq6VQkcdviN87jxhsuo1AEAFTv9jzeShoSqprzUxRGn6,1.69,CP6mS2bkNgu9odMH4kdRrTEbpXc7gpTMrxib1ELD8ynK,monkelabs_dao,MonkeLabs DAO,Monke #2745,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/1c8e8ebcf566f0e5a24adb666341e864.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Blue,LabCoatOpen,Goggles,Pill,Dot
7,9qEGfy1JPAKJ1uRNXS8T6VCa9yhRK156oZkLUC6tSW3X,1.69,CqHLGHt9Rc5oYHxwG26NtbkqFapckWbJ7CtMW8fMTBLR,monkelabs_dao,MonkeLabs DAO,Monke #140,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/91b0678315c3be55a2bf853a6a566256.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Blue,Purple,LabCoatClosed,None,ComputerOn,Smile
8,EKiZbiASjMb5Y7BepU4CKvkUdw2H9hXHmjogZgtq7V8m,1.69,C7ok1wi7aurn6NmUGrbnMkooRsj7AAjDYYh7DspVBU8c,monkelabs_dao,MonkeLabs DAO,Monke #5478,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/c8bb1e8312bb4dfa8eefb78cab59a8d4.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Brown,Emperor,None,None,Dot
9,DfM4Ppu5ihiXzte9VuCeMU2qpmhN8GXFZiQrgFmyMCiC,1.74,Gw6F66B6y47i9ykDRa1HrGjzPR8KWyn3RM9GQZmhf648,monkelabs_dao,MonkeLabs DAO,Monke #3573,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/435ab9401f22258dc5558ef1578055a3.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Yellow,Brown,None,None,Magnet,Thoughtful
10,2TXcrcACkfPaGQiR8ocEG5XhAA5CxPGavNZ9Fz6kFpR6,1.74,Gm8YLwPnP4Qsshhej8ABsHtcCBkUdayRxZ1Gz5uF5Mg2,monkelabs_dao,MonkeLabs DAO,Monke #5326,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/32b8612d021bd0ee3b1d3838274c6c54.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Brown,None,Glasses,LightBulb,Open
11,DSqc1T5PThDNtFzBiQCpcy8pv4WE4k2vYsti9r1i4urY,1.75,BAkrgKc36NYC4ymWh4zzBFRggohSePq3Xs4wFXQgAARw,monkelabs_dao,MonkeLabs DAO,Monke #2044,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/62c33cd2b8bbaf431db698ea611f7df0.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Brown,None,None,ComputerOn,Open
12,FSrbihiTSDVxsuJgt2Sm9btgyR2U5pdHJr9GcykTSK2S,1.75,9wa2rydinEtNgNzpXWo2frgbkm9dgQktqhWqf4Asq4cn,monkelabs_dao,MonkeLabs DAO,Monke #5069,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/4836c299b32cbf5152ca8031cb921aa7.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Blue,Brown,Emperor,Goggles,Controller,Full
13,34w6ab8CKJw49Ad6d2PrqzzJPmJVdVv9fX2yuKa9uEkP,1.75,Cdkqx6dYZuaxTigRxvX6yRhUbqFZe7ovmtWETNrfQh2s,monkelabs_dao,MonkeLabs DAO,Monke #4823,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/cafda7cbe7eaed26e89b64ffbb51b3e9.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Blue,Brown,Suit,None,None,Full
14,FiRym78GdpzKEktnPS7XN7h4o5p1BScQcLtYdy73F9vb,1.75,FLWEvLEe9DMLnK34ehKqxwPHWZpctRGw7pYEQDx4znZv,monkelabs_dao,MonkeLabs DAO,Monke #949,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/8ed5dbcbbd9118f9e3090fb26ab7b209.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Purple,Brown,None,None,Ruby,Dot
15,BmBUVJvKspHtUoEH8frUsye4rmYTd2t76W5vJqAFuXw4,1.8,2JPK6x2HmJsDW2E2c6W1yju471drQz82xEcDUnW9uEmQ,monkelabs_dao,MonkeLabs DAO,Monke #1344,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/f4144146d8c3db60c59719f222af0784.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Yellow,Brown,LabCoatClosed,Glasses,LightBulb,Full
16,EtnBygJDLZSav4tfRqJAJtMZb5TjkMRhVuCaedm4BAkL,1.8,9zTRTsZkJh5Q8j298WrcaMDDtgJZ7zcUxMRQn5PgDj3F,monkelabs_dao,MonkeLabs DAO,Monke #4343,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/323243d012241609d23246cc95a8020e.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Yellow,Gorilla,LabCoatClosed,Glasses,Syringe,Dot
17,4BHQSePiMQZo6a2QHKiR8hBSmqjiYTaG41fJkG1FnKLi,1.8,14BGYM5pgaqK1DvfkaXqazKFX6YwDCpWqynRcZi7w5L5,monkelabs_dao,MonkeLabs DAO,Monke #4707,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/608be46977d3fd198f240c178f579471.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Green,Blue,TShirt,NightVision,Controller,Full
18,Dtwk1QvaAfJACLjmQzmugubAAsMBxCRP6qBhU5eMtsNR,1.8,9HvFEYrryrSfqrvr9a4s7nWUF45Ha9kXnADqhX8SNMe2,monkelabs_dao,MonkeLabs DAO,Monke #1774,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/3dd8ef97268e94e1068e3585a6aa8fb3.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Green,LabCoatClosed,None,None,Dot
19,BfWuyZw9fmNQGE1x4StD5hYgGM9DGTDkFK4GMiF9vtT5,1.8,CE3N4aEM6EgwmDwTebgpz4PTrmasA7rwBS2qtXtYT7oA,monkelabs_dao,MonkeLabs DAO,Monke #1657,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/53a061b662c84f1db2041d3ada2d15de.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Purple,Blue,Bowtie,Tracker,SolarPanels,Thoughtful
20,3MoZdC7d5urusQjsw5JvdVN3wPbsRFERjkinfc9PqyZk,1.8,CYbwdpAhnWMtwcr8w9rFR9Ewam35L9Nx47vy6HkLYAnk,monkelabs_dao,MonkeLabs DAO,Monke #3443,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/bd67294340b5c414cd47c2cee2ddf396.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Brown,LabCoatClosed,None,Emerald,Line
21,9YvEUGfRr4ce1L6FENxMzSvn7R2NrRw7G1gZvSuxtPnk,1.8,EaUVmWTJ9aMiVnx8btPgQtGwbTn7L8zXJsAxNoV97dMK,monkelabs_dao,MonkeLabs DAO,Monke #1502,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/7c8eaecc2177dad99fc7eb2e24e184c6.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Purple,Brown,None,Glasses,Battery,Open
22,37KawR6PUHrsx5Tbjgqn4uEG6HMDrh6gt7Boq1aoTopR,1.8,EaUVmWTJ9aMiVnx8btPgQtGwbTn7L8zXJsAxNoV97dMK,monkelabs_dao,MonkeLabs DAO,Monke #1501,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/8132c92dfc308df292fa2c764e5a26c3.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Green,Green,LabCoatOpen,Glasses,Ruby,Line
23,DztURV3yQJNL1dwn6F8PwPoVsFQ9wv6y9qBkGwBkiW6q,1.8,EaUVmWTJ9aMiVnx8btPgQtGwbTn7L8zXJsAxNoV97dMK,monkelabs_dao,MonkeLabs DAO,Monke #1465,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/fbcc0f4f0db0f61dc469a47cafb2f32f.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Purple,Gorilla,Suit,None,Emerald,Full
24,2VZQhJDqkGH2y6cyZxneXsQeFavaZpkVSLuADpNcWEE2,1.8,GXas4GwrLQq99A9FR4QX7dXrABDgXioHTTUd2gvwkY88,monkelabs_dao,MonkeLabs DAO,Monke #1419,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/6e199a39ab92071f83ee0d32c933d199.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Blue,Blue,Suit,Goggles,Microscope,Smile
25,4Zxy8wjgGC7K6DpZjhxWvmToDAA4fDh6Wo3VKLnmsfQp,1.8,Exsd5pemXP3LmWXszkwwysXL23Xr3LsafWD5MhYgEX7,monkelabs_dao,MonkeLabs DAO,Monke #760,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/43d30315e5c897c30c33259b2845d894.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Yellow,Green,Bowtie,None,Ruby,Line
26,CnGbPERmRbRuy7mByJhjJaicGoo61A3QQRE8tfiEry4K,1.84,D7GwZybSHpmUCTTX43ZYacttnz44MUe9mU6Wf5wuJGmW,monkelabs_dao,MonkeLabs DAO,Monke #4021,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/8230185acf3d54e2fd0eb2b28689b734.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Red,Gorilla,Emperor,None,Diamond,Full
27,GmWGX84QxwvuicRnjqfmkzqDVDon4VWoBWsxXojdQqGi,1.85,BAkrgKc36NYC4ymWh4zzBFRggohSePq3Xs4wFXQgAARw,monkelabs_dao,MonkeLabs DAO,Monke #878,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/571b877a40739ac91e49935a3b32b7b3.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Yellow,Brown,Bowtie,NightVision,Battery,Thoughtful
28,9q7LdyYBef5tskn1iUo5vYWNp9kikebsVsuwdLFCcMjH,1.85,3zkb2RoioxSMYsB1sG6SY24go7ZM5XS9883B9PCpa8HE,monkelabs_dao,MonkeLabs DAO,Monke #765,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/f7dd674fb1a173334660c6f2daab50c9.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Purple,Brown,LabCoatClosed,Glasses,Syringe,Smile
29,AUkCHDD1E8af9Tuhfr8usN6JQ84FjDGSEep2HR4MLTmu,1.86,7RfuZzji8w1AN9nsuWcCpbmum74BarRMYruT3VeLFBTg,monkelabs_dao,MonkeLabs DAO,Monke #5702,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/9b1482bbd7680818a8afa6b5de5a3296.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Purple,Brown,None,Glasses,Battery,Dot
30,9eZMKUZcaGzGKdknNvH5XvsEoj99HN6FjLAkZt2K2Am7,1.869,7RfuZzji8w1AN9nsuWcCpbmum74BarRMYruT3VeLFBTg,monkelabs_dao,MonkeLabs DAO,Monke #5212,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/f22d6ec0cfec39174d83e4264b78dafe.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Purple,Purple,None,None,Topaz,Dot
31,9BSoGP4xcWgir93dC3xwvTvs413MbniJtDd9dW6sfBHH,1.88,DmyfBzcXT3bJ4hznFigXQKAbEqaZH4ukJK6Ch2vJuDG1,monkelabs_dao,MonkeLabs DAO,Monke #1797,image,"[{'address': '6o6W627BcWGMKQFZC2ryG3CS5ASqNSsF6oAvdrvSRgak', 'verified': 1, 'share': 0}, {'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'verified': 0, 'share': 100}]","{'files': [{'uri': 'https://monkelabs.nyc3.digitaloceanspaces.com/labmonke2/images/a2e258c10b89b19a7f354e6f68ec38dd.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'daoHxo3miccKNu6LvTjZeA1JzqapBTwe6zRH5mvTyTF', 'share': 100}]}",False,,1,Yellow,Orangutan,Bowtie,Tracker,Math,Dot
